number of rules: 966
program size: 7547
(r1) p8(A,B) :- not_empty(A), mk_uppercase(A,B).
(r2) p16(A,B) :- skip1(A,C), copy1(C,B).
(r3) p19(A,B) :- not_empty(A), mk_lowercase(A,B).
(r4) p31(A,B) :- not_empty(A), skip1(A,B).
(r5) p33(A,B) :- not_empty(A), copy1(A,B).
(r6) p38(A,B) :- copy1(A,C), copy1(C,B).
(r7) p44(A,B) :- copy1(A,C), mk_lowercase(C,B).
(r8) p58(A,B) :- copy1(A,C), mk_uppercase(C,B).
(r9) p82(A,B) :- mk_uppercase(A,C), copy1(C,B).
(r10) p86(A,B) :- skip1(A,C), mk_uppercase(C,B).
(r11) p143(A,B) :- mk_lowercase(A,C), copy1(C,B).
(r12) p200(A,B) :- skip1(A,C), mk_lowercase(C,B).
(r13) p281(A,B) :- mk_uppercase(A,C), mk_uppercase(C,B).
(r14) p308(A,B) :- mk_lowercase(A,C), mk_lowercase(C,B).
(r15) p794(A,B) :- mk_uppercase(A,C), mk_lowercase(C,B).
(r16) p967(A,B) :- mk_lowercase(A,C), mk_uppercase(C,B).
(r17) p1(A,B) :- mk_uppercase(A,C0_0), copy1(C0_0,C), skip1(C,C1_0), skip1(C1_0,C3_0), mk_lowercase(C3_0,B).
(r701) p2119(A,B) :- mk_lowercase(A,C), skip1(C,C1_0-1), mk_lowercase(C1_0-1,C1_0), copy1(C1_0,C2_0), skip1(C2_0,C4_0), copy1(C4_0,C5_0), mk_uppercase(C5_0,B).
(r702) p2124(A,B) :- inv0(A,C0_0,C0_0,C1_0-1,C,C2_0,C2_0,C1_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0), inv0(A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0), inv1(C3_0,B,C3_0,B,C3_0,B,C1_0,C3_0,C1_0,C3_0,C1_0,C3_0,C1_0,C3_0,C1_0,C3_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0), mk_uppercase(C1_0-1,C).
(r703) p2146(A,B) :- copy1(A,C), skip1(C,C1_0), skip1(C1_0,C2_0), skip1(C2_0,C3_0-1), copy1(C3_0-1,C3_0), skip1(C3_0,C4_0), copy1(C4_0,B).
(r704) p2180(A,B) :- inv0(C,C1_0,C3_0,B,C,C1_0,C,C1_0,C,C1_0,C,C1_0,C,C1_0,C,C1_0), skip1(A,C0_0), skip1(C0_0,C1_0-1), skip1(C1_0-1,C2_0), mk_uppercase(C2_0,C), skip1(C1_0,C3_0).
(r705) p2183(A,B) :- mk_lowercase(A,C0_0), copy1(C0_0,C), copy1(C,C1_0), skip1(C1_0,C3_0-1), copy1(C3_0-1,C3_0), skip1(C3_0,C4_0), mk_uppercase(C4_0,B).
(r706) p2190(A,B) :- inv0(C3_0,C4_0,C4_0,B,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0), inv1(C3_0-1,C3_0,C3_0-1,C3_0,C3_0-1,C3_0,A,C,C,C1_0,C1_0,C2_0,C2_0,C3_0-1,A,C,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0,C3_0,C4_0).
(r707) p24(A,B) :- skip1(A,C0_0), skip1(C0_0,C1_0), skip1(C1_0,C2_0), skip1(C2_0,C3_0), skip1(C3_0,C4_0), mk_lowercase(C4_0,C), copy1(C,B).
(r708) p1455(A,B) :- inv0(C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B), inv0(C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B,C5_0,B), skip1(A,C), skip1(C,C1_0), skip1(C1_0,C2_0), skip1(C2_0,C3_0), skip1(C3_0,C4_0), skip1(C4_0,C5_0).
(r709) p22(A,B) :- inv0(C1_0-1,C2_0-1,C,C2_0,C2_0,C1_0,C1_0,C5_0,C5_0,C3_0,C6_0,B,C1_0-1,C2_0-1,C1_0-1,C2_0-1), inv1(A,C0_0,C2_0-1,C,A,C0_0,C0_0,C1_0-1,C3_0,C6_0,C0_0,C1_0-1,C0_0,C1_0-1,C0_0,C1_0-1,C1_0-1,C2_0-1,C1_0-1,C2_0-1,C1_0-1,C2_0-1,C1_0-1,C2_0-1,C1_0-1,C2_0-1,C1_0-1,C2_0-1,C1_0-1,C2_0-1).
(r710) p77(A,B) :- inv1(C,C2_0,C,C2_0,C,C2_0,C0_0,C2_0-1,C1_0-1,C3_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,A,C0_0-1,C0_0-1,C0_0,C2_0-1,C1_0-1,C3_0-1,C,C2_0,C1_0,C1_0,C3_0,C3_0,B).
(r711) p108(A,B) :- skip1(A,C0_0-1), mk_lowercase(C0_0-1,C0_0), copy1(C0_0,C1_0-1), copy1(C1_0-1,C), skip1(C,C2_0), copy1(C2_0,C1_0), copy1(C1_0,C6_0), copy1(C6_0,C3_0), skip1(C3_0,C7_0), mk_uppercase(C7_0,B).
(r712) p127(A,B) :- inv1(C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,A,C0_0,C3_0,C5_0,A,C0_0,A,C0_0,A,C0_0,C0_0,C,C2_0-1,C2_0,C2_0,C3_0-1,C5_0,C8_0,C8_0,B,C0_0,C,C0_0,C), mk_uppercase(C,C2_0-1), mk_uppercase(C1_0,C3_0).
(r713) p148(A,B) :- mk_uppercase(A,C0_0), copy1(C0_0,C), skip1(C,C2_0), skip1(C2_0,C3_0-1), skip1(C3_0-1,C4_0-1), copy1(C4_0-1,C1_0), copy1(C1_0,C4_0), copy1(C4_0,C3_0), skip1(C3_0,C5_0), mk_lowercase(C5_0,B).
(r714) p170(A,B) :- copy1(A,C0_0-1), copy1(C0_0-1,C0_0), mk_lowercase(C0_0,C1_0-1), copy1(C1_0-1,C), copy1(C,C2_0), copy1(C2_0,C1_0), skip1(C1_0,C6_0), copy1(C6_0,C3_0), copy1(C3_0,C7_0), copy1(C7_0,B).
(r715) p171(A,B) :- inv0(C2_0-2,C2_0-1,C3_0-1,C1_0,C1_0,C3_0,C3_0,C2_0,C2_0,C4_0,C2_0-2,C2_0-1,C2_0-2,C2_0-1,C2_0-2,C2_0-1), skip1(A,C), skip1(C,C1_0-1), skip1(C1_0-1,C2_0-2), skip1(C2_0-1,C3_0-1), mk_uppercase(C4_0,B).
(r716) p172(A,B) :- inv0(C1_0-2,C1_0-1,C1_0-1,C3_0,C3_0,C2_0-1,C4_0-1,C1_0,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1), inv0(C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1), inv1(A,C,A,C,A,C,C,C1_0-2,C2_0-1,C4_0-1,C2_0,C4_0,C,C1_0-2,C,C1_0-2,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1), inv1(A,C,A,C,A,C,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1,C1_0-2,C1_0-1), mk_uppercase(C1_0,C2_0), mk_uppercase(C4_0,B).
(r717) p195(A,B) :- inv0(C3_0-2,C3_0-1,C3_0-1,C4_0,C3_0,C5_0,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1), inv1(C0_0,C,C,C2_0,C5_0,B,A,C0_0,C2_0,C3_0-2,A,C0_0,A,C0_0,A,C0_0,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1,C3_0-2,C3_0-1), mk_uppercase(C4_0,C1_0), mk_uppercase(C1_0,C3_0).
(r718) p206(A,B) :- skip1(A,C0_0), copy1(C0_0,C), skip1(C,C2_0), skip1(C2_0,C3_0-1), copy1(C3_0-1,C4_0), copy1(C4_0,C1_0), skip1(C1_0,C3_0), skip1(C3_0,C5_0), skip1(C5_0,C7_0), copy1(C7_0,B).
(r719) p218(A,B) :- inv1(C2_0,C4_0,C2_0,C4_0,C2_0,C4_0,A,C,C,C1_0-1,C2_0-1,C3_0-1,A,C,A,C,C1_0-1,C2_0-2,C3_0-1,C1_0,C3_0,C2_0,C4_0,B,C1_0-1,C2_0-2,C1_0-1,C2_0-2,C1_0-1,C2_0-2), mk_uppercase(C2_0-2,C2_0-1), mk_uppercase(C1_0,C3_0).
(r720) p287(A,B) :- inv0(A,C0_0,C2_0-1,C2_0,C2_0,C3_0-1,C5_0,C8_0,C8_0,B,A,C0_0,A,C0_0,A,C0_0), mk_uppercase(C0_0,C), skip1(C,C2_0-1), mk_uppercase(C3_0-1,C1_0), skip1(C1_0,C3_0), skip1(C3_0,C5_0).
(r721) p310(A,B) :- inv0(A,C,C2_0-2,C2_0-1,C4_0,B,A,C,A,C,A,C,A,C,A,C), inv0(A,C,A,C,A,C,A,C,A,C,A,C,A,C,A,C), skip1(C,C1_0-1), skip1(C1_0-1,C2_0-2), skip1(C2_0-1,C3_0-1), mk_lowercase(C3_0-1,C1_0), skip1(C1_0,C3_0), mk_uppercase(C3_0,C2_0), skip1(C2_0,C4_0).
(r722) p321(A,B) :- inv0(C0_0,C,C2_0-1,C2_0,C5_0-1,C1_0,C1_0,C3_0,C5_0,B,C0_0,C,C0_0,C,C0_0,C), skip1(A,C0_0), skip1(C,C2_0-1), skip1(C2_0,C3_0-1), skip1(C3_0-1,C5_0-1), mk_uppercase(C3_0,C5_0).
(r723) p325(A,B) :- copy1(A,C0_0), copy1(C0_0,C1_0-2), copy1(C1_0-2,C1_0-1), mk_lowercase(C1_0-1,C2_0), copy1(C2_0,C), copy1(C,C1_0), skip1(C1_0,C4_0), copy1(C4_0,C3_0), copy1(C3_0,C5_0), copy1(C5_0,B).
(r724) p339(A,B) :- skip1(A,C), mk_uppercase(C,C1_0-2), copy1(C1_0-2,C1_0-1), copy1(C1_0-1,C2_0-1), copy1(C2_0-1,C1_0), skip1(C1_0,C3_0), copy1(C3_0,C2_0), skip1(C2_0,C4_0), copy1(C4_0,C8_0), mk_lowercase(C8_0,B).
(r725) p373(A,B) :- inv1(A,C0_0,C0_0,C,C2_0,C3_0-1,C,C2_0-1,C3_0,C5_0,C,C2_0-1,C,C2_0-1,C,C2_0-1,C2_0-1,C2_0,C3_0-1,C1_0,C4_0,C3_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0), inv1(C1_0,C4_0,C5_0,B,A,C0_0,C,C2_0-1,C,C2_0-1,C,C2_0-1,C,C2_0-1,C,C2_0-1,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0).
(r726) p377(A,B) :- inv0(A,C,C,C1_0-2,C1_0-2,C1_0-1,C1_0-1,C2_0-1,C2_0-1,C1_0,C2_0,C6_0,C6_0,C4_0,A,C), skip1(C1_0,C2_0), skip1(C4_0,C7_0), mk_uppercase(C7_0,B).
(r727) p399(A,B) :- inv0(C0_0-1,C0_0,C0_0,C1_0-1,C1_0-1,C,C,C2_0,C2_0,C1_0,C1_0,C6_0,C7_0,B,C0_0-1,C0_0), skip1(A,C0_0-1), mk_lowercase(C6_0,C3_0), skip1(C3_0,C7_0).
(r728) p413(A,B) :- inv0(A,C0_0-1,C0_0-1,C0_0,C0_0,C2_0-1,C2_0-1,C1_0-1,C3_0-1,C,C2_0,C1_0,C1_0,C3_0,C3_0,B), skip1(C1_0-1,C3_0-1), skip1(C,C2_0).
(r729) p443(A,B) :- inv0(A,C,C5_0,C4_0,C6_0,B,A,C,A,C,A,C,A,C,A,C), inv1(C3_0,C1_0,C2_0,C5_0,C3_0,C1_0,C,C1_0-1,C1_0-1,C2_0-1,C2_0-1,C3_0,C1_0,C2_0,C4_0,C6_0,A,C,A,C,A,C,A,C,A,C,A,C,A,C).
(r730) p489(A,B) :- copy1(A,C0_0), skip1(C0_0,C1_0-2), mk_uppercase(C1_0-2,C1_0-1), mk_lowercase(C1_0-1,C2_0), mk_lowercase(C2_0,C), skip1(C,C1_0), skip1(C1_0,C4_0), copy1(C4_0,C3_0), skip1(C3_0,C5_0), mk_uppercase(C5_0,B).
(r731) p547(A,B) :- copy1(A,C0_0-1), copy1(C0_0-1,C0_0), copy1(C0_0,C2_0-1), copy1(C2_0-1,C1_0-1), mk_uppercase(C1_0-1,C3_0-1), copy1(C3_0-1,C), skip1(C,C2_0), copy1(C2_0,C1_0), copy1(C1_0,C3_0), mk_lowercase(C3_0,B).
(r732) p550(A,B) :- inv0(C2_0-2,C2_0-1,C2_0-1,C3_0-1,C3_0-1,C1_0,C1_0,C3_0,C2_0,C4_0,C4_0,B,C2_0-2,C2_0-1,C2_0-2,C2_0-1), skip1(A,C), skip1(C,C1_0-1), skip1(C1_0-1,C2_0-2), mk_uppercase(C3_0,C2_0).
(r733) p557(A,B) :- inv0(C0_0,C1_0-2,C1_0-2,C1_0-1,C1_0-1,C2_0,C2_0,C,C,C1_0,C4_0,C3_0,C3_0,C5_0,C0_0,C1_0-2), skip1(A,C0_0), skip1(C1_0,C4_0), mk_lowercase(C5_0,B).
(r734) p647(A,B) :- skip1(A,C0_0-1), copy1(C0_0-1,C0_0), skip1(C0_0,C1_0-1), mk_lowercase(C1_0-1,C3_0-1), mk_lowercase(C3_0-1,C), skip1(C,C1_0), copy1(C1_0,C5_0), copy1(C5_0,C3_0), copy1(C3_0,C6_0), mk_lowercase(C6_0,B).
(r735) p684(A,B) :- inv0(C2_0-1,C2_0,C3_0-1,C5_0-1,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0), inv0(C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0,C2_0-1,C2_0), skip1(A,C0_0), mk_lowercase(C0_0,C), skip1(C,C2_0-1), skip1(C2_0,C3_0-1), mk_uppercase(C5_0-1,C1_0), skip1(C1_0,C3_0), mk_lowercase(C3_0,C5_0), mk_uppercase(C5_0,B).
(r736) p816(A,B) :- inv0(C6_0,C5_0,C7_0,B,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0), inv0(C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0,C6_0,C5_0), skip1(A,C0_0), mk_lowercase(C0_0,C), skip1(C,C2_0), mk_uppercase(C2_0,C3_0-1), mk_uppercase(C3_0-1,C1_0), skip1(C1_0,C3_0), mk_uppercase(C3_0,C6_0), skip1(C5_0,C7_0).
(r737) p839(A,B) :- inv1(C3_0-1,C4_0-1,C4_0,C3_0,C3_0-1,C4_0-1,C2_0,C3_0-1,C1_0,C4_0,C3_0,C5_0,C2_0,C3_0-1,C2_0,C3_0-1,A,C0_0,C0_0,C,C,C2_0,C5_0,B,A,C0_0,A,C0_0,A,C0_0), mk_uppercase(C4_0-1,C1_0).
(r738) p849(A,B) :- inv0(A,C0_0,C2_0-1,C,C2_0,C1_0,C1_0,C5_0,C5_0,C3_0,C6_0,B,A,C0_0,A,C0_0), skip1(C0_0,C1_0-1), skip1(C1_0-1,C2_0-1), skip1(C,C2_0), skip1(C3_0,C6_0).
(r739) p865(A,B) :- skip1(A,C0_0), copy1(C0_0,C), copy1(C,C2_0), skip1(C2_0,C3_0-1), mk_uppercase(C3_0-1,C4_0-1), mk_lowercase(C4_0-1,C1_0), skip1(C1_0,C4_0), mk_uppercase(C4_0,C3_0), copy1(C3_0,C5_0), copy1(C5_0,B).
(r740) p877(A,B) :- skip1(A,C0_0), copy1(C0_0,C), skip1(C,C2_0-1), copy1(C2_0-1,C2_0), mk_uppercase(C2_0,C3_0-1), mk_lowercase(C3_0-1,C1_0), skip1(C1_0,C4_0), mk_lowercase(C4_0,C3_0), skip1(C3_0,C5_0), mk_lowercase(C5_0,B).
(r741) p968(A,B) :- inv1(C,C2_0,C2_0,C1_0,C,C2_0,C1_0-1,C3_0-1,C1_0,C3_0,C1_0-1,C3_0-1,C1_0-1,C3_0-1,C1_0-1,C3_0-1,A,C0_0-1,C0_0-1,C0_0,C2_0-1,C1_0-1,C3_0-1,C,C3_0,B,A,C0_0-1,A,C0_0-1), mk_uppercase(C0_0,C2_0-1).
(r742) p970(A,B) :- inv0(C0_0,C2_0-1,C2_0-1,C1_0-1,C3_0-1,C,C2_0,C1_0,C3_0,B,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1), inv0(C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1), inv0(C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1), inv0(C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1,C0_0,C2_0-1), skip1(A,C0_0-1), mk_lowercase(C0_0-1,C0_0), mk_uppercase(C1_0-1,C3_0-1), skip1(C,C2_0), skip1(C1_0,C3_0).
(r743) p979(A,B) :- inv0(A,C0_0-1,C0_0-1,C0_0,C0_0,C2_0-1,C2_0-1,C1_0-1,C3_0-1,C,C,C2_0,C1_0,C3_0,C3_0,B), skip1(C1_0-1,C3_0-1), mk_lowercase(C2_0,C1_0).
(r744) p984(A,B) :- inv0(C1_0-2,C1_0-1,C1_0-1,C2_0-1,C2_0-1,C,C,C2_0,C2_0,C1_0,C6_0,B,C1_0-2,C1_0-1,C1_0-2,C1_0-1), skip1(A,C0_0), skip1(C0_0,C1_0-2), skip1(C1_0,C3_0), skip1(C3_0,C6_0).
(r745) p1007(A,B) :- inv0(C3_0-1,C1_0,C4_0,C7_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0), inv0(C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0), inv1(C7_0,B,C7_0,B,C7_0,B,A,C,C,C1_0-1,C1_0-1,C2_0-1,C2_0-1,C3_0-1,C1_0,C3_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0), inv1(C7_0,B,C7_0,B,C7_0,B,C2_0,C4_0,A,C,A,C,A,C,A,C,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0), inv1(C7_0,B,C7_0,B,C7_0,B,A,C,A,C,A,C,A,C,A,C,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0,C3_0-1,C1_0), mk_uppercase(C3_0,C2_0).
(r746) p1023(A,B) :- inv0(C,C1_0-2,C1_0-2,C1_0-1,C2_0-1,C4_0-1,C7_0,B,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2), skip1(A,C), skip1(C1_0-1,C2_0-1), mk_uppercase(C4_0-1,C1_0), skip1(C1_0,C2_0), skip1(C2_0,C4_0), skip1(C4_0,C7_0).
(r747) p1114(A,B) :- skip1(A,C0_0), skip1(C0_0,C1_0-2), mk_lowercase(C1_0-2,C1_0-1), skip1(C1_0-1,C2_0), copy1(C2_0,C), skip1(C,C1_0), copy1(C1_0,C4_0), copy1(C4_0,C3_0), skip1(C3_0,C5_0), copy1(C5_0,B).
(r748) p1136(A,B) :- inv0(A,C,C1_0-1,C2_0-2,C2_0-2,C2_0-1,C2_0-1,C3_0,C3_0,C1_0,C1_0,C2_0,A,C,A,C), skip1(C,C1_0-1), skip1(C2_0,C4_0), skip1(C4_0,C6_0), mk_uppercase(C6_0,B).
(r749) p1190(A,B) :- inv0(C,C2_0-1,C2_0-1,C2_0,C3_0-1,C1_0,C1_0,C3_0,C5_0,C8_0,C8_0,B,C,C2_0-1,C,C2_0-1), mk_uppercase(A,C0_0), mk_uppercase(C0_0,C), skip1(C2_0,C3_0-1), skip1(C3_0,C5_0).
(r750) p1269(A,B) :- inv0(A,C0_0,C1_0-2,C1_0-1,C1_0-1,C2_0,C2_0,C,C,C1_0,C1_0,C4_0,C4_0,C3_0,C3_0,C5_0), inv0(A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0), inv0(A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0), inv0(A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0), skip1(C0_0,C1_0-2), mk_lowercase(C5_0,B).
(r751) p1292(A,B) :- mk_uppercase(A,C0_0-1), mk_lowercase(C0_0-1,C0_0), mk_uppercase(C0_0,C1_0-1), copy1(C1_0-1,C), copy1(C,C2_0), copy1(C2_0,C1_0), copy1(C1_0,C6_0), copy1(C6_0,C3_0), copy1(C3_0,C7_0), copy1(C7_0,B).
(r752) p1293(A,B) :- inv1(C4_0-1,C1_0,C5_0,B,C4_0-1,C1_0,C,C2_0,C2_0,C3_0-1,C3_0-1,C4_0-1,C,C2_0,C,C2_0,A,C0_0,C0_0,C,C1_0,C4_0,C4_0,C3_0,C3_0,C5_0,A,C0_0,A,C0_0).
(r753) p1298(A,B) :- inv1(C2_0,C,C3_0,C5_0,C2_0,C,A,C0_0,C1_0-1,C2_0,A,C0_0,A,C0_0,A,C0_0,C0_0,C1_0-2,C1_0-2,C1_0-1,C,C1_0,C1_0,C4_0,C5_0,B,C0_0,C1_0-2,C0_0,C1_0-2), inv1(C2_0,C,C2_0,C,C2_0,C,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2), inv1(C2_0,C,C2_0,C,C2_0,C,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2), inv1(C2_0,C,C2_0,C,C2_0,C,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2), inv1(C2_0,C,C2_0,C,C2_0,C,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2), inv1(C2_0,C,C2_0,C,C2_0,C,A,C0_0,A,C0_0,A,C0_0,A,C0_0,A,C0_0,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2,C0_0,C1_0-2), mk_uppercase(C4_0,C3_0).
(r754) p1349(A,B) :- inv0(C3_0-1,C4_0-1,C4_0-1,C1_0,C4_0,C3_0,C3_0,C5_0,C3_0-1,C4_0-1,C3_0-1,C4_0-1,C3_0-1,C4_0-1,C3_0-1,C4_0-1), mk_lowercase(A,C0_0), mk_uppercase(C0_0,C), skip1(C,C2_0), skip1(C2_0,C3_0-1), mk_uppercase(C1_0,C4_0), mk_lowercase(C5_0,B).
(r755) p1374(A,B) :- inv1(C0_0-1,C0_0,C6_0,B,C0_0-1,C0_0,C0_0,C1_0-1,C1_0-1,C3_0-1,C1_0,C5_0,C0_0,C1_0-1,C0_0,C1_0-1,A,C0_0-1,C3_0-1,C,C,C1_0,C5_0,C3_0,C3_0,C6_0,A,C0_0-1,A,C0_0-1).
(r756) p1396(A,B) :- inv0(C0_0,C,C3_0-1,C4_0-1,C4_0-1,C1_0,C1_0,C4_0,C4_0,C3_0,C3_0,C5_0,C5_0,B,C0_0,C), skip1(A,C0_0), skip1(C,C2_0), skip1(C2_0,C3_0-1).
(r757) p1422(A,B) :- inv0(C,C1_0-2,C1_0-2,C1_0-1,C2_0-1,C1_0,C2_0,C6_0,C6_0,C4_0,C7_0,B,C,C1_0-2,C,C1_0-2), inv0(C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2), inv0(C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2,C,C1_0-2), mk_lowercase(A,C), skip1(C1_0-1,C2_0-1), skip1(C1_0,C2_0), skip1(C4_0,C7_0).
(r758) p1490(A,B) :- inv0(A,C0_0-1,C0_0-1,C0_0,C2_0,C1_0-1,C3_0-1,C,C3_0,C6_0,C6_0,B,A,C0_0-1,A,C0_0-1), inv1(C0_0,C2_0,C0_0,C2_0,C0_0,C2_0,C1_0-1,C3_0-1,C,C1_0,C1_0,C3_0,C1_0-1,C3_0-1,C1_0-1,C3_0-1,A,C0_0-1,A,C0_0-1,A,C0_0-1,A,C0_0-1,A,C0_0-1,A,C0_0-1,A,C0_0-1).
(r759) p1493(A,B) :- skip1(A,C0_0), skip1(C0_0,C1_0-2), mk_lowercase(C1_0-2,C1_0-1), copy1(C1_0-1,C2_0), copy1(C2_0,C), skip1(C,C1_0), skip1(C1_0,C4_0), mk_lowercase(C4_0,C3_0), skip1(C3_0,C5_0), copy1(C5_0,B).
(r760) p1494(A,B) :- inv0(C0_0-1,C0_0,C2_0-1,C1_0-1,C3_0-1,C,C2_0,C1_0,C1_0,C3_0,C3_0,B,C0_0-1,C0_0,C0_0-1,C0_0), skip1(A,C0_0-1), mk_uppercase(C0_0,C2_0-1), skip1(C1_0-1,C3_0-1), skip1(C,C2_0).
